title,url,date_published,scraped_date,article_number,article_content
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 87,"Чл. 87. (1) (Изм. - ДВ, бр. 100 от 1992 г.) Споровете за законосъобразност на избора се разглеждат от районния съд по молба на всеки кандидат или на работодателя в 2-седмичен срок от получаването на съобщението за резултата.
(2) В случаите, когато съдът установи, че изборът е законосъобразен, той го потвърждава и трудовото правоотношение възниква от избора, а когато установи, че изборът е незаконосъобразен - го отменя и се произвежда нов избор.
Прилагане на други разпоредби за избора"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 88,"Чл. 88. (1) (Изм. - ДВ, бр. 100 от 1992 г.) Неуредените в този раздел въпроси се уреждат в съответния закон, в акт на Министерския съвет или в устава, който предвижда заемането на определени длъжности въз основа на избор.
(2) (Изм. - ДВ, бр. 100 от 1992 г.) Разпоредбите на този раздел се прилагат, доколкото в закон, в акт на Министерския съвет или в устав не е предвидено друго.
Раздел IV.
Конкурс
Заемане на длъжности въз основа на конкурс"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 89,"Чл. 89. (Изм. - ДВ, бр. 100 от 1992 г.) Конкурс може да се провежда за заемане на всяка длъжност освен за длъжност, за която е предвидено да се заема въз основа на избор.
Определяне на конкурсните длъжности"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 90,"Чл. 90. (1) (Изм. - ДВ, бр. 100 от 1992 г.) Длъжностите, които ще се заемат с конкурс, се определят в закон, в акт на Министерския съвет, на министър или ръководител на друго ведомство или от работодателя.
(2) (Предишна ал. 3 - ДВ, бр. 21 от 1990 г., изм., бр. 100 от 1992 г., изм. - ДВ, бр. 25 от 2001 г., в сила от 31.03.2001 г.) Конкурс се обявява за длъжност, която е обявена за заемане с конкурс със закон, или когато длъжността е свободна или предстои да бъде освободена, както и при продължително отсъствие на лицето, което я заема, за времето до завръщането му.
(3) (Предишна ал. 4 - ДВ, бр. 21 от 1990 г., изм., бр. 100 от 1992 г.) Длъжностите, определени като конкурсни, се заемат само въз основа на конкурс. До провеждането на конкурса длъжността може да се заеме със срочен трудов договор за времето, докато бъде заета въз основа на конкурс.
Обявяване на конкурс"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 91,"Чл. 91. (1) (Изм. - ДВ, бр. 100 от 1992 г.) Конкурсът се обявява от работодателя чрез централния или местния печат. При необходимост конкурсът може да се обявява и по друг подходящ начин.
(2) Обявлението за конкурса трябва да съдържа:
1. наименованието на предприятието, мястото и характера на работата и изискванията за длъжността;
2. (изм. - ДВ, бр. 100 от 1992 г.) начина за провеждане на конкурса;
3. (изм. - ДВ, бр. 100 от 1992 г.) необходимите документи, мястото и срока за подаването им, който не може да бъде по-кратък от 1 месец.
(3) Характеристиката на конкурсната длъжност се предоставя предварително на кандидатите, за да се запознаят с нея.
Участие в конкурс"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 92,"Чл. 92. (1) (Изм. - ДВ, бр. 100 от 1992 г.) За участие в конкурс не се изисква съгласие на работодателя, при когото кандидатът работи.
(2) (Отм., предишна ал. 3, изм. - ДВ, бр. 100 от 1992 г.) Кандидатът има право на неплатен отпуск за дните на участие в конкурса и до 2 дни за пътуване, когато конкурсът се провежда в друго населено място. Този отпуск се признава за трудов стаж.
Допускане до конкурс"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 93,"Чл. 93. (1) (Изм. - ДВ, бр. 100 от 1992 г.) Допускането на кандидатите до конкурс се извършва от комисия, назначена от работодателя.
(2) (Изм. - ДВ, бр. 100 от 1992 г.) На недопуснатите кандидати се съобщават писмено съображенията за отказа. В 7-дневен срок от съобщението те могат да направят възражение пред работодателя, обявил конкурса, който в 3-дневен срок от получаване на възражението решава въпроса окончателно.
(3) (Изм. - ДВ, бр. 100 от 1992 г.) На допуснатите кандидати се съобщават писмено датата, часът на започване и мястото за провеждане на конкурса.
Комисия за провеждане на конкурс"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 94,"Чл. 94. (Изм. - ДВ, бр. 100 от 1992 г.) Конкурсът се провежда от комисия, назначена от работодателя. В комисията се включват съответни специалисти.
Провеждане на конкурс"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 95,"Чл. 95. (Изм. - ДВ, бр. 100 от 1992 г.) (1) Конкурсната комисия провежда конкурса по обявения начин. Тя оценява професионалната подготовка и другите качества на кандидатите, необходими за заемането на длъжността, и класира само успешно издържалите конкурса. За проведения конкурс се съставя протокол.
(2) (Изм. - ДВ, бр. 100 от 1992 г.) Резултатът от конкурса се съобщава на участвувалите в него лица в 3-дневен срок от провеждането му.
Възникване на трудовото правоотношение"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 96,"Чл. 96. (1) (Изм. - ДВ, бр. 100 от 1992 г.) Трудовото правоотношение възниква с лицето, което е класирано на първо място, от деня, в който е получило съобщението за резултата.
(2) (Изм. - ДВ, бр. 100 от 1992 г.) Лицето, с което е възникнало трудовото правоотношение, е длъжно да постъпи на работа в 2-седмичен срок от получаването на съобщението по предходната алинея. При уважителни причини този срок е до 3 месеца.
(3) (Изм. - ДВ, бр. 100 от 1992 г.) Изпълнението на задълженията по трудовото правоотношение започва с постъпването на работа на лицето.
(4) (Изм. - ДВ, бр. 100 от 1992 г.) Ако лицето не постъпи на работа в срока по ал. 2, трудовото правоотношение се смята за невъзникнало. В този случай трудовото правоотношение възниква със следващия в класирането участник в конкурса, за което той се уведомява писмено.
(5) (Отм. - ДВ, бр. 100 от 1992 г.)
Неприложимост при конкурсите за заемане на академични длъжности"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 97,"Чл. 97. (Изм. - ДВ, бр. 101 от 2010 г.) Този раздел не се прилага за конкурсите за заемане на академични длъжности.
Раздел V.
Настаняване на работа от бюрото по труда и социалните въпроси (Отм. - ДВ, бр. 100 от 1992 г.)
Разпореждане за настаняване на работа"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 98,"Чл. 98. (Отм. - ДВ, бр. 100 от 1992 г.)
Задължение за произнасяне по искането за настаняване на работа"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 99,"Чл. 99. (Отм. - ДВ, бр. 100 от 1992 г.)
Възникване на трудово правоотношение"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 100,"Чл. 100. (Отм. - ДВ, бр. 100 от 1992 г.)
Отказ за настаняване на работа"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 101,"Чл. 101. (Отм. - ДВ, бр. 100 от 1992 г.)
Обжалване от предприятието на разпореждането за настаняване на работа"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 102,"Чл. 102. (Отм. - ДВ, бр. 100 от 1992 г.)
Раздел VI.
Съдебно решение (Отм. - ДВ, бр. 100 от 1992 г.)
Случаи на възникване на трудовото правоотношение"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 103,"Чл. 103. (Отм. - ДВ, бр. 100 от 1992 г.)
Възникване на трудово правоотношение"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 104,"Чл. 104. (Отм. - ДВ, бр. 100 от 1992 г.)
Раздел VII.
Членство в производствена кооперация (Отм. - ДВ, бр. 100 от 1992 г.)
Възникване на трудовото правоотношение"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 105,"Чл. 105. (Отм. - ДВ, бр. 100 от 1992 г.)
Задължение на кооперацията да предостави работа на кооператора"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 106,"Чл. 106. (Отм. - ДВ, бр. 100 от 1992 г.)
Раздел VIII.
Допълнителни условия за някои трудови правоотношения
Определяне на допълнителни условия при възникване на трудовото правоотношение"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 107,"Чл. 107. (Изм. - ДВ, бр. 100 от 1992 г.) Когато трудовото правоотношение възниква от избор или от конкурс, преди постъпването на работа работодателят и работникът или служителят уговарят размера на трудовото възнаграждение. Те могат да уговарят и други условия по трудовото правоотношение.
Допълнителни условия за работещите по трудово правоотношение в държавната администрация"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 107а,"Чл. 107а. (Нов - ДВ, бр. 95 от 2003 г.) (1) Не може да бъде сключван трудов договор за работа в държавната администрация с лице, което:
1. (доп. - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г.) би се оказало в йерархическа връзка на ръководство и контрол със съпруг или съпруга, с лице, с което е във фактическо съжителство, с роднина по права линия без ограничения, по съребрена линия до четвърта степен включително или по сватовство до четвърта степен включително;
2. (изм. - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г.) е едноличен търговец, неограничено отговорен съдружник в търговско дружество, управител, търговски пълномощник, търговски представител, прокурист, търговски посредник, ликвидатор или синдик, член на орган на управление или контрол на търговско дружество или кооперация;
3. е народен представител;
4. е съветник в общински съвет - само за съответната общинска администрация;
5. (изм. - ДВ, бр. 24 от 2006 г.) заема ръководна или контролна длъжност на национално равнище в политическа партия; тази забрана не се отнася за членовете на политически кабинети, съветниците и експертите към тях.
(2) (Нова - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г., доп. - ДВ, бр. 82 от 2012 г., доп. - ДВ, бр. 79 от 2019 г., изм. и доп. - ДВ, бр. 104 от 2020 г., в сила от 12.12.2020 г.) Служителят може да участва като представител на държавата или общината в органите на управление или контрол на юридическите лица, създадени със закон, в съвети, комитети, одитни комитети, комисии, работни или експертни групи, органи на управление или контрол на фондове, сметки и други, които не са юридически лица, за което не получава възнаграждение. Служителят може да участва като представител на държавата или общината в органите на управление или контрол на търговските дружества с държавно или общинско участие в капитала, на държавните предприятия, създадени със специални закони на основание чл. 62, ал. 3 от Търговския закон, както и в органите на управление или контрол на дъщерните им дружества, за което получава възнаграждение.
(3) (Нова - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г.) При сключването на трудовия договор лицето подписва декларация за обстоятелствата по ал. 1.
(4) (Нова - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г., изм. - ДВ, бр. 15 от 2012 г.) При сключването на трудовия договор служителят е длъжен да декларира своето имотно състояние пред лицето по ал. 6.
(5) (Нова - ДВ, бр. 15 от 2012 г., доп. - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., изм. - ДВ, бр. 7 от 2018 г., изм. - ДВ, бр. 84 от 2023 г., в сила от 06.10.2023 г.) При постъпване на работа и всяка година до 15 май служителят е длъжен да подава пред лицето по ал. 6 декларация за имущество и интереси по чл. 49 от Закона за противодействие на корупцията. Това задължение не се отнася за служителите, които заемат технически длъжности. Служител, който е лице, заемащо висша публична длъжност, подава декларация за имущество и интереси само по реда на Закона за противодействие на корупцията.
(6) (Изм. - ДВ, бр. 24 от 2006 г., предишна ал. 2 - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г., предишна ал. 5, доп. - ДВ, бр. 15 от 2012 г.) Трудовият договор със служителя се сключва от органа на държавната власт или от упълномощен от него заместник, или от главния секретар, или от постоянния секретар на отбраната, или от постоянния секретар на Министерството на външните работи.
(7) (Нова - ДВ, бр. 24 от 2006 г., предишна ал. 3 - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г., предишна ал. 6 - ДВ, бр. 15 от 2012 г.) На ръководителите на териториални звена или на териториални поделения, създадени с нормативен акт, могат да се възлагат правомощия във връзка със сключването, изменянето и прекратяването на трудовите правоотношения със служителите в звената или поделенията.
(8) (Предишна ал. 3 - ДВ, бр. 24 от 2006 г., предишна ал. 4 - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г., предишна ал. 7 - ДВ, бр. 15 от 2012 г., изм. - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., изм. - ДВ, бр. 15 от 2013 г., в сила от 01.01.2014 г.) Разходите за основни заплати на служителите, работещи по трудово правоотношение в държавната администрация, и на държавните служители по Закона за държавния служител и дължимите за тях осигурителни вноски за сметка на осигурителя са в размер не по-малък от 70 на сто от разходите за заплати, възнаграждения и задължителни осигурителни вноски по бюджетите на разпоредителите с бюджет.
(9) (Нова - ДВ, бр. 57 от 2016 г.) На служителите, работещи по трудово правоотношение в държавната администрация, с тяхно съгласие и срещу допълнително възнаграждение, може със заповед на работодателя да се възлагат допълнителни задължения във връзка с изпълнението и/или управлението на:
1. проекти, съфинансирани със средства от Европейските структурни и инвестиционни фондове, по които съответната администрация е бенефициент, при условията на чл. 49, ал. 3 от Закона за управление на средствата от Европейските структурни и инвестиционни фондове;
2. (доп. - ДВ, бр. 13 от 2020 г., в сила от 14.02.2020 г.) проекти и програми, финансирани от други международни финансови институции и донори, по които съответната администрация е бенефициент или изпълнител.
(10) (Предишна ал. 4 - ДВ, бр. 24 от 2006 г., предишна ал. 5 - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г., предишна ал. 8 - ДВ, бр. 15 от 2012 г., изм. - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 9, доп. - ДВ, бр. 57 от 2016 г.) Минималните и максималните размери на основните заплати по нива и степени, размерите на допълнителните възнаграждения по ал. 14, т. 1 - 5 на служителите, работещи по трудово правоотношение в държавната администрация, както и редът за получаването им се определят с наредба на Министерския съвет.
(11) (Нова - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 10 - ДВ, бр. 57 от 2016 г.) Индивидуалният размер на основната заплата се определя в зависимост от нивото на заеманата длъжност, квалификацията и професионалния опит.
(12) (Нова - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 11 - ДВ, бр. 57 от 2016 г.) Индивидуалната основна заплата на служителя може да се увеличава:
1. въз основа на годишната оценка на изпълнението на длъжността;
2. при завръщане от отпуск за бременност и раждане или за отглеждане на дете;
3. след изтичане на срока за изпитване;
4. при завръщане от отпуск или от командировка с продължителност повече от една година или при възстановяване на уволнен служител;
5. при преназначаване на друга длъжност в по-високо ниво на основната заплата.
(13) (Нова - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 12, изм. - ДВ, бр. 57 от 2016 г.) Определянето и увеличаването на индивидуалния размер на основната заплата на служителя се извършва по реда на наредбата по ал. 10.
(14) (Нова - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 13 - ДВ, бр. 57 от 2016 г.) Допълнителните възнаграждения на служителите, работещи по трудово правоотношение в държавната администрация, са:
1. допълнително възнаграждение за нощен труд;
2. допълнително възнаграждение за извънреден труд;
3. допълнително възнаграждение за работа през официалните празници;
4. допълнително възнаграждение за времето на разположение;
5. допълнително възнаграждение за постигнати резултати;
6. (нова - ДВ, бр. 57 от 2016 г.) допълнително възнаграждение за изпълнение и/или управление на проекти или програми по ал. 9.
(15) (Нова - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 14, изм. - ДВ, бр. 57 от 2016 г.) Допълнителното възнаграждение по ал. 14, т. 5 се определя за точно и в срок изпълнение на поставените задачи и се изплаща четири пъти годишно - през месец април, юли и октомври през текущата година и през месец януари - за предходната година, въз основа на оценка по ред, определен в наредбата по ал. 10. Размерът на допълнителното възнаграждение по ал. 14, т. 5, което може да получи служителят, не може да надвишава 80 на сто от начислените му за съответната година основни заплати.
(16) (Нова - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., изм. - ДВ, бр. 15 от 2013 г., в сила от 01.01.2014 г., предишна ал. 15, изм. - ДВ, бр. 57 от 2016 г.) Разходите за допълнителните възнаграждения по ал. 14, т. 1 - 5 са в размер не повече от 30 на сто от разходите за заплати, възнаграждения и задължителни осигурителни вноски по бюджетите на разпоредителите с бюджет.
(17) (Нова - ДВ, бр. 57 от 2016 г.) Размерът на допълнителното възнаграждение по ал. 14, т. 6, както и условията и редът за получаването му се определят с нормативен акт на Министерския съвет.
(18) (Нова - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 16 - ДВ, бр. 57 от 2016 г.) На служителите, работещи по трудово правоотношение в държавната администрация, не може да се определят допълнителни възнаграждения на основания, различни от посочените в този кодекс. В други закони не може да се определят допълнителни възнаграждения на служителите.
(19) (Нова - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 17 - ДВ, бр. 57 от 2016 г.) Възнаграждението за платен годишен отпуск и обезщетенията по този кодекс за служителите, работещи по трудово правоотношение в държавната администрация, се определят въз основа на индивидуалната основна месечна заплата към датата на започване ползването на отпуска или датата на възникване на основанието за получаване на съответното обезщетение.
(20) (Предишна ал. 5 - ДВ, бр. 24 от 2006 г., предишна ал. 6 - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г., предишна ал. 9 - ДВ, бр. 15 от 2012 г., предишна ал. 10, изм. - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 18 - ДВ, бр. 57 от 2016 г.) Служителите, работещи по трудово правоотношение в държавната администрация, ежегодно се оценяват за изпълнението на длъжността при условия и по ред, определени от Министерския съвет.
(21) (Предишна ал. 6 - ДВ, бр. 24 от 2006 г., предишна ал. 7 - ДВ, бр. 94 от 2008 г., в сила от 01.01.2009 г., предишна ал. 10 - ДВ, бр. 15 от 2012 г., предишна ал. 11 - ДВ, бр. 38 от 2012 г., в сила от 01.07.2012 г., предишна ал. 19 - ДВ, бр. 57 от 2016 г.) При изпълнение на трудовите си задължения служителите трябва да спазват правилата на Кодекса за поведение на служителите в държавната администрация.
Раздел VIII ""а"".
Допълнителни условия за извършване на надомна работа (Нов - ДВ, бр. 33 от 2011 г.)
Надомна работа"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 107б,"Чл. 107б. (Нов - ДВ, бр. 33 от 2011 г.) (1) В трудов договор може да се договори изпълнение на трудовите задължения във връзка с изработка на продукция и/или предоставяне на услуга в дома на работника или служителя или в други помещения по негов избор извън работното място на работодателя срещу възнаграждение с негови и/или на работодателя оборудване, материали и други спомагателни средства.
(2) Работниците и служителите по ал. 1 се смятат за работници и служители, които извършват надомна работа.
(3) Работодателите водят документация за всеки работник или служител, който извършва надомна работа.
(4) При поискване работодателите предоставят на Изпълнителна агенция ""Главна инспекция по труда"" информацията по ал. 3.
Трудов договор за надомна работа"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 107в,"Чл. 107в. (Нов - ДВ, бр. 33 от 2011 г.) (1) Трудовият договор за надомна работа се сключва при условията и по реда на раздел І ""Трудов договор"" от тази глава.
(2) С трудовия договор по ал. 1 се определят и:
1. местонахождението на работното място;
2. трудовото възнаграждение в съответствие с прилаганите системи на заплащане;
3. редът за възлагане и отчитане на работата;
4. начинът за снабдяване с материали и предаване на готовата продукция;
5. консумативните разходи за работното място и заплащането им;
6. други условия, свързани със специфичните изисквания за извършване на надомната работа.
Задължения на работодателя за осигуряване на условия за надомна работа"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 107г,"Чл. 107г. (Нов - ДВ, бр. 33 от 2011 г.) Работодателят е длъжен да осигури на работника или служителя, извършващ надомна работа:
1. условия за изпълнение на работата, която е определена при възникване на трудовото правоотношение;
2. заплащане и равно третиране, каквито е осигурил на работниците и служителите, които работят в предприятието;
3. здравословни и безопасни условия на труд;
4. квалификация, преквалификация и обучение;
5. социално и здравно осигуряване при условия и по ред, определени в закон;
6. възможност за синдикално сдружаване, участие в общото събрание на работниците и служителите в предприятието, информиране и консултиране и присъединяване към колективен трудов договор в предприятието;
7. социално-битово и културно обслужване.
Задължения при изпълнение на надомната работа"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 107д,"Чл. 107д. (Нов - ДВ, бр. 33 от 2011 г.) При изпълнение на надомната работа, за която се е уговорил, работникът или служителят е длъжен:
1. да спазва правилата за здравословни и безопасни условия на труд;
2. да осигурява достъп на работодателя и контролните органи до помещението, където е работното място, за проверка;
3. да не извършва дейности или действия, които създават безпокойство за другите собственици и обитатели, по-голямо от обичайното, съгласно Закона за управление на етажната собственост, когато работното място е в жилищна сграда или е в близост до такава.
Работно време и почивки"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 107е,"Чл. 107е. (Нов - ДВ, бр. 33 от 2011 г.) (1) Работниците или служителите, които извършват надомна работа, сами определят началото, края и разпределението на работното време в рамките на законоустановената му продължителност.
(2) Работниците и служителите, които извършват надомна работа, сами определят периодите на почивка в работния ден, междудневната и седмичната почивка.
(3) За работниците и служителите, изпълняващи надомна работа, не може да се установява ненормиран работен ден и полагане на извънреден труд.
(4) Работникът или служителят писмено уведомява работодателя за обстоятелствата по ал. 1 и 2 в 7-дневен срок от сключването на трудовия договор.
Прилагане на други разпоредби за надомната работа"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 107ж,"Чл. 107ж. (Нов - ДВ, бр. 33 от 2011 г.) За неуредените в този раздел въпроси се прилагат общите разпоредби на този кодекс.
Раздел VIII ""б"".
Допълнителни условия за извършване на работа от разстояние (Нов - ДВ, бр. 82 от 2011 г.)
Същност и условия за работа от разстояние"
Справочник / Нормативни актове,https://lex.bg/laws/ldoc/1594373121,КОДЕКС НА ТРУДА,2025-03-16T11:26:46.544225,Чл. 107з,"Чл. 107з. (Нов - ДВ, бр. 82 от 2011 г.) (1) Работата от разстояние е форма за организиране на работа, изнесена извън помещения на работодателя, извършвана по трудово правоотношение чрез използването на информационни технологии, която преди изнасянето и е била или би могла да бъде извършвана в помещенията на работодателя.
(2) Работата от разстояние има доброволен характер.
(3) Условията и редът за работа от разстояние се уговарят в колективен или в индивидуален трудов договор. В индивидуалния трудов договор се уговарят конкретно всички условия, права и задължения на страните по него във връзка с работата от разстояние и осъществяването и.
(4) Работодателят може да предложи на работника или служителя с допълнително споразумение към индивидуалния трудов договор да премине от работа, извършвана в помещенията на работодателя, към работа от разстояние. Отказът на работника и служителя не може да доведе до настъпване на неблагоприятни последици за него.
(5) Работникът или служителят може да предложи на работодателя да премине от работа, извършвана в помещенията на работодателя, към работа от разстояние.
(6) С индивидуалния или с колективен трудов договор могат да се уговорят:
1. смесени режими на работа, както и условията и редът за тяхното прилагане;
2. възможности и условия за преминаване от работа от разстояние към работа в помещенията на работодателя.
(7) (Изм. - ДВ, бр. 27 от 2024 г.) Мястото и характерът на работата от разстояние, условията и редът за осъществяването и се определят в индивидуалния трудов договор.
(8) (Нова - ДВ, бр. 27 от 2024 г.) С трудовия договор по ал. 7 може да се уговаря повече от едно място на работа. Работодателят може да промени мястото на работа за не повече от 30 работни дни годишно по писмено искане на работника или служителя при условия и по ред, определени с трудовия договор и/или с вътрешни актове на предприятието.
(9) (Предишна ал. 8, изм. - ДВ, бр. 27 от 2024 г.) С индивидуалния и/или с колективен трудов договор, или с вътрешни актове на работодателя се приемат правила, чрез които се определят:
1. редът за възлагането и отчитането на работата от разстояние;
2. съдържанието, обемът, постигнатите резултати и други характеристики на работата, които са от значение за отчитане на извършеното.
(10) (Нова - ДВ, бр. 27 от 2024 г.) Когато възлагането и отчитането на работата от разстояние е чрез информационна система, работодателят осигурява на работника или служителя писмена информация за вида и обема на свързаните с работата данни, които се събират, обработват и съхраняват в нея.
(11) (Нова - ДВ, бр. 27 от 2024 г.) Когато се използва информационна система за алгоритмично управление на работата от разстояние, работодателят осигурява на работника или служителя писмена информация относно начина на вземане на решенията.
(12) (Нова - ДВ, бр. 27 от 2024 г.) По писмено искане на работника или служителя работодателят или определено от него длъжностно лице е длъжен да провери решението на системата за алгоритмично управление и да уведоми работника или служителя за окончателното решение.
Работно място. Техническо оборудване и поддържане на работното място"
